MO,DY,HR,T2M,ALLSKY_SFC_SW_DWN
11,9,22,29.25,0
11,9,23,29.1,0
11,10,0,28.9,0
11,10,1,28.78,0
11,10,2,28.69,0
11,10,3,28.59,0
11,10,4,28.58,0
11,10,5,28.62,0
11,10,6,28.67,47.46
11,10,7,29.26,197.34
11,10,8,30.57,360.28
11,10,9,31.57,548.81
11,10,10,31.63,650.21
11,10,11,31.38,652.88
11,10,12,31.41,696.65
11,10,13,31.22,563.16
11,10,14,30.66,410.09
11,10,15,30.08,282.07
11,10,16,29.59,115.59
11,10,17,29.22,12.2
11,10,18,29.05,0
11,10,19,29.03,0
11,10,20,29,0
11,10,21,28.94,0
11,10,22,28.79,0
11,10,23,28.61,0
11,11,0,28.43,0
11,11,1,28.3,0
11,11,2,28.15,0
11,11,3,28.03,0
11,11,4,27.96,0
11,11,5,27.9,0
11,11,6,28.04,64.41
11,11,7,28.8,241.29
11,11,8,29.99,400.83
11,11,9,30.51,507.52
11,11,10,30.55,547.73
11,11,11,30.67,658.92
11,11,12,30.66,672.02
11,11,13,30.41,611.61
11,11,14,29.98,449.15
11,11,15,29.59,317.05
11,11,16,29.26,121.1
11,11,17,28.88,11.2
11,11,18,28.72,0
11,11,19,28.71,0
11,11,20,28.71,0
11,11,21,28.7,0
11,11,22,28.68,0
11,11,23,28.58,0
11,12,0,28.43,0
11,12,1,28.32,0
11,12,2,28.22,0
11,12,3,28.16,0
11,12,4,28.08,0
11,12,5,27.98,0
11,12,6,28,54.26
11,12,7,28.41,196.97
11,12,8,29.04,358.07
11,12,9,29.9,524.55
11,12,10,30.3,601.05
11,12,11,30.34,673.53
11,12,12,30.24,615.6
11,12,13,30.17,411.59
11,12,14,29.94,205.34
11,12,15,29.62,112.63
11,12,16,29.3,48.75
11,12,17,28.82,7.45
11,12,18,28.71,0
11,12,19,28.71,0
11,12,20,28.72,0
11,12,21,28.69,0
11,12,22,28.58,0
11,12,23,28.44,0
11,13,0,28.33,0
11,13,1,28.31,0
11,13,2,28.27,0
11,13,3,28.13,0
11,13,4,27.99,0
11,13,5,27.88,0
11,13,6,27.93,53.48
11,13,7,28.48,214.48
11,13,8,29.54,379.24
11,13,9,30.26,532.95
11,13,10,30.51,671.45
11,13,11,30.81,747.78
11,13,12,31.11,697.76
11,13,13,31.12,631.67
11,13,14,30.74,414.5
11,13,15,30.27,243.45
11,13,16,29.66,111.09
11,13,17,29.08,6.96
11,13,18,28.81,0
11,13,19,28.77,0
11,13,20,28.73,0
11,13,21,28.74,0
11,13,22,28.66,0
11,13,23,28.55,0
11,14,0,28.41,0
11,14,1,28.26,0
11,14,2,28.15,0
11,14,3,28.1,0
11,14,4,28.02,0
11,14,5,27.92,0
11,14,6,27.95,71.4
11,14,7,28.41,247.8
11,14,8,28.94,454.38
11,14,9,29.82,648.02
11,14,10,30.18,659.17
11,14,11,30.61,755.83
11,14,12,30.92,689.92
11,14,13,31.07,624.9
11,14,14,30.99,489.62
11,14,15,30.67,296.7
11,14,16,30.57,120.55
11,14,17,29.33,9.43
11,14,18,28.82,0
11,14,19,28.82,0
11,14,20,28.8,0
11,14,21,28.79,0
11,14,22,28.74,0
11,14,23,28.69,0
11,15,0,28.56,0
11,15,1,28.41,0
11,15,2,28.3,0
11,15,3,28.26,0
11,15,4,28.25,0
11,15,5,28.13,0
11,15,6,28.19,43.73
11,15,7,28.68,157.8
11,15,8,29.13,288.63
11,15,9,29.66,470.01
11,15,10,30.1,526.49
11,15,11,30.42,531.7
11,15,12,30.59,391.55
11,15,13,30.55,363.22
11,15,14,30.26,154.55
11,15,15,29.9,65.2
11,15,16,29.47,38.52
11,15,17,28.85,8.45
11,15,18,28.65,0
11,15,19,28.66,0
11,15,20,28.63,0
11,15,21,28.51,0
11,15,22,28.2,0
11,15,23,27.94,0
11,16,0,27.83,0
11,16,1,27.74,0
11,16,2,27.68,0
11,16,3,27.61,0
11,16,4,27.52,0
11,16,5,27.55,0
11,16,6,27.63,50.1
11,16,7,28.17,171.12
11,16,8,29.08,330.29
11,16,9,30.22,470.28
11,16,10,29.92,575.93
11,16,11,29.89,559.05
11,16,12,30.01,602.5
11,16,13,29.98,564.37
11,16,14,29.62,446.62
11,16,15,29.17,284.62
11,16,16,28.98,117.3
11,16,17,28.56,11.71
11,16,18,28.41,0
11,16,19,28.4,0
11,16,20,28.19,0
11,16,21,27.87,0
11,16,22,27.67,0
11,16,23,27.62,0
11,17,0,27.63,0
11,17,1,27.8,0
11,17,2,27.84,0
11,17,3,27.7,0
11,17,4,27.57,0
11,17,5,27.54,0
11,17,6,27.76,80.59
11,17,7,28.72,268.32
11,17,8,29.98,438.66
11,17,9,30.74,520.66
11,17,10,30.96,731.02
11,17,11,31.21,716.84
11,17,12,31.18,672.58
11,17,13,30.88,588.2
11,17,14,30.45,470.8
11,17,15,29.94,308.73
11,17,16,29.58,119.47
11,17,17,28.84,10.93
11,17,18,28.32,0
11,17,19,28.14,0
11,17,20,27.98,0
11,17,21,27.87,0
11,17,22,27.79,0
11,17,23,27.65,0
11,18,0,27.47,0
11,18,1,27.21,0
11,18,2,27.01,0
11,18,3,26.88,0
11,18,4,26.84,0
11,18,5,26.83,0
11,18,6,26.98,40.2
11,18,7,27.4,165.16
11,18,8,27.87,320.32
11,18,9,28.45,508.54
11,18,10,29.05,592.42
11,18,11,29.46,590.95
11,18,12,29.69,514.49
11,18,13,29.69,414.97
11,18,14,29.4,355.75
11,18,15,28.88,222.67
11,18,16,28.37,79.5
11,18,17,27.88,9.05
11,18,18,27.55,0
11,18,19,27.44,0
11,18,20,27.41,0
11,18,21,27.4,0
11,18,22,27.42,0
11,18,23,27.47,0
11,19,0,27.61,0
11,19,1,27.73,0
11,19,2,27.71,0
11,19,3,27.61,0
11,19,4,27.54,0
11,19,5,27.48,0
11,19,6,27.46,10.43
11,19,7,27.67,53.89
11,19,8,28.23,99.27
11,19,9,28.8,158.32
11,19,10,29.05,190.36
11,19,11,29.11,299.08
11,19,12,29.14,335.02
11,19,13,29.15,306.39
11,19,14,28.98,268.09
11,19,15,28.71,169.47
11,19,16,28.32,65.95
11,19,17,27.76,9.88
11,19,18,27.41,0
11,19,19,27.31,0
11,19,20,27.22,0
11,19,21,27.12,0
11,19,22,27.02,0
11,19,23,26.9,0
11,20,0,26.77,0
11,20,1,26.65,0
11,20,2,26.55,0
11,20,3,26.43,0
11,20,4,26.38,0
11,20,5,26.37,0
11,20,6,26.57,68.03
11,20,7,27.62,285.72
11,20,8,29.09,505.73
11,20,9,29.15,638.27
11,20,10,29.95,734.29
11,20,11,30.44,715.59
11,20,12,30.57,662.92
11,20,13,30.33,573.8
11,20,14,29.77,462.97
11,20,15,29.23,301.88
11,20,16,28.65,134.61
11,20,17,27.99,12.91
11,20,18,27.69,0
11,20,19,27.67,0
11,20,20,27.67,0
11,20,21,27.66,0
11,20,22,27.62,0
11,20,23,27.56,0
11,21,0,27.43,0
11,21,1,27.35,0
11,21,2,27.38,0
11,21,3,27.45,0
11,21,4,27.32,0
11,21,5,27.04,0
11,21,6,26.9,65.16
11,21,7,27.36,245.45
11,21,8,29.12,430.11
11,21,9,30.7,588.08
11,21,10,31.31,659.21
11,21,11,30.9,692.23
11,21,12,30.77,647.86
11,21,13,30.66,611.53
11,21,14,30.24,515.13
11,21,15,29.63,329.54
11,21,16,28.85,137.98
11,21,17,27.89,11.49
11,21,18,27.38,0
11,21,19,27.26,0
11,21,20,27.19,0
11,21,21,27.13,0
11,21,22,27.06,0
11,21,23,26.95,0
11,22,0,26.86,0
11,22,1,26.76,0
11,22,2,26.66,0
11,22,3,26.6,0
11,22,4,26.62,0
11,22,5,26.76,0
11,22,6,27.05,58.52
11,22,7,28.18,211.05
11,22,8,30.22,387.11
11,22,9,30.02,468.99
11,22,10,30.23,645.32
11,22,11,30.33,653.59
11,22,12,30.37,696.46
11,22,13,30.3,615.61
11,22,14,30.08,458.57
11,22,15,30.31,286.25
11,22,16,30.21,117.66
11,22,17,28.92,12.57
11,22,18,28.05,0
11,22,19,27.73,0
11,22,20,27.55,0
11,22,21,27.46,0
11,22,22,27.41,0
11,22,23,27.45,0
11,23,0,27.52,0
11,23,1,27.56,0
11,23,2,27.53,0
11,23,3,27.48,0
11,23,4,27.49,0
11,23,5,27.54,0
11,23,6,27.65,63.47
11,23,7,28.26,290.34
11,23,8,29.3,509.2
11,23,9,29.77,650.52
11,23,10,30.09,721.95
11,23,11,30.33,750.98
11,23,12,30.38,736.11
11,23,13,30.41,623.28
11,23,14,30.25,533.56
11,23,15,29.91,362.87
11,23,16,29.43,161.03
11,23,17,28.64,11.78
11,23,18,28.26,0
11,23,19,28.3,0
11,23,20,28.31,0
11,23,21,28.36,0
11,23,22,28.41,0
11,23,23,28.43,0
11,24,0,28.43,0
11,24,1,28.42,0
11,24,2,28.4,0
11,24,3,28.3,0
11,24,4,28.11,0
11,24,5,27.93,0
11,24,6,27.9,66.01
11,24,7,28.47,277.48
11,24,8,29.35,486.77
11,24,9,30.12,676.73
11,24,10,30.76,814.48
11,24,11,31.3,846.16
11,24,12,31.61,804.42
11,24,13,31.62,664.89
11,24,14,31.33,585.23
11,24,15,30.72,385.81
11,24,16,29.97,164.53
11,24,17,29.29,13.05
11,24,18,29.01,0
11,24,19,28.97,0
11,24,20,28.97,0
11,24,21,28.97,0
11,24,22,28.92,0
11,24,23,28.82,0
11,25,0,28.62,0
11,25,1,28.4,0
11,25,2,28.18,0
11,25,3,27.98,0
11,25,4,27.75,0
11,25,5,27.65,0
11,25,6,27.76,55.6
11,25,7,28.33,237.41
11,25,8,28.8,417.28
11,25,9,29.15,550.89
11,25,10,29.58,746.5
11,25,11,29.9,774.4
11,25,12,29.96,637.22
11,25,13,30.01,605.12
11,25,14,29.87,457.32
11,25,15,29.58,263.59
11,25,16,29.33,114.06
11,25,17,28.77,10.06
11,25,18,28.48,0
11,25,19,28.4,0
11,25,20,28.3,0
11,25,21,28.21,0
11,25,22,28.17,0
11,25,23,28.23,0
11,26,0,28.26,0
11,26,1,28.26,0
11,26,2,28.22,0
11,26,3,28.08,0
11,26,4,27.92,0
11,26,5,27.68,0
11,26,6,27.58,49.95
11,26,7,27.98,213.91
11,26,8,28.4,396.59
11,26,9,28.94,549.72
11,26,10,29.56,730.27
11,26,11,30.07,777.48
11,26,12,30.33,696.95
11,26,13,30.51,697.07
11,26,14,30.56,568.72
11,26,15,30.38,380.29
11,26,16,29.73,163.98
11,26,17,28.86,13.21
11,26,18,28.62,0
11,26,19,28.57,0
11,26,20,28.54,0
11,26,21,28.53,0
11,26,22,28.48,0
11,26,23,28.42,0
11,27,0,28.27,0
11,27,1,28.05,0
11,27,2,27.9,0
11,27,3,27.81,0
11,27,4,27.78,0
11,27,5,27.76,0
11,27,6,27.84,63.66
11,27,7,28.49,283.15
11,27,8,29.44,502.21
11,27,9,30.23,679.48
11,27,10,30.94,807.01
11,27,11,31.37,875.63
11,27,12,31.55,852.81
11,27,13,31.26,742.84
11,27,14,30.86,616.17
11,27,15,30.23,410.16
11,27,16,29.61,179.06
11,27,17,29.07,14.26
11,27,18,28.81,0
11,27,19,28.71,0
11,27,20,28.62,0
11,27,21,28.48,0
11,27,22,28.3,0
11,27,23,28.12,0
11,28,0,27.97,0
11,28,1,27.86,0
11,28,2,27.73,0
11,28,3,27.65,0
11,28,4,27.62,0
11,28,5,27.58,0
11,28,6,27.64,64.14
11,28,7,28.45,286.91
11,28,8,29.5,507.34
11,28,9,30.39,685.76
11,28,10,31.11,811.39
11,28,11,31.52,876.66
11,28,12,31.54,861.34
11,28,13,31.24,764.25
11,28,14,30.65,616.59
11,28,15,29.89,410.02
11,28,16,29.13,181.88
11,28,17,28.65,15.09
11,28,18,28.44,0
11,28,19,28.4,0
11,28,20,28.33,0
11,28,21,28.22,0
11,28,22,28.12,0
11,28,23,28.01,0
11,29,0,27.9,0
11,29,1,27.77,0
11,29,2,27.62,0
11,29,3,27.53,0
11,29,4,27.52,0
11,29,5,27.53,0
11,29,6,27.6,63.93
11,29,7,28.18,243.6
11,29,8,28.98,434.15
11,29,9,30.02,688.67
11,29,10,30.88,790.64
11,29,11,31.48,837.52
11,29,12,31.71,812.77
11,29,13,31.56,695.7
11,29,14,31.08,575.89
11,29,15,30.31,382.46
11,29,16,29.49,166.52
11,29,17,28.72,13.88
11,29,18,28.32,0
11,29,19,28.17,0
11,29,20,28.09,0
11,29,21,28.01,0
11,29,22,27.97,0
11,29,23,27.92,0
11,30,0,27.85,0
11,30,1,27.76,0
11,30,2,27.64,0
11,30,3,27.46,0
11,30,4,27.26,0
11,30,5,27.08,0
11,30,6,27.05,50.4
11,30,7,27.63,216.57
11,30,8,28.47,417.61
11,30,9,29.37,519.81
11,30,10,30.05,724.38
11,30,11,30.43,785.09
11,30,12,30.51,684.45
11,30,13,30.28,708.46
11,30,14,29.91,559.7
11,30,15,29.39,374.32
11,30,16,28.76,167.19
11,30,17,28.05,14.44
11,30,18,27.74,0
11,30,19,27.73,0
11,30,20,27.75,0
11,30,21,27.69,0
11,30,22,27.54,0
11,30,23,27.38,0
12,1,0,27.26,0
12,1,1,27.06,0
12,1,2,26.85,0
12,1,3,26.6,0
12,1,4,26.45,0
12,1,5,26.33,0
12,1,6,26.25,62.63
12,1,7,27.23,285.77
12,1,8,28.29,507.15
12,1,9,29.26,695.31
12,1,10,30.01,823.32
12,1,11,30.59,886.77
12,1,12,30.92,866.7
12,1,13,30.92,777.8
12,1,14,30.55,627.77
12,1,15,29.96,421.61
12,1,16,29.12,187.99
12,1,17,28.18,15.67
12,1,18,27.71,0
12,1,19,27.51,0
12,1,20,27.38,0
12,1,21,27.26,0
12,1,22,27.12,0
12,1,23,26.94,0
12,2,0,26.8,0
12,2,1,26.58,0
12,2,2,26.4,0
12,2,3,26.26,0
12,2,4,26.05,0
12,2,5,25.87,0
12,2,6,26.12,58.67
12,2,7,27.29,278.64
12,2,8,28.37,503.62
12,2,9,29.49,688.1
12,2,10,30.34,814.98
12,2,11,31.05,876.9
12,2,12,31.37,867.32
12,2,13,31.17,774.15
12,2,14,30.63,600.22
12,2,15,29.89,406.93
12,2,16,29.05,161.77
12,2,17,28.26,14.81
12,2,18,27.87,0
12,2,19,27.74,0
12,2,20,27.68,0
12,2,21,27.75,0
12,2,22,27.61,0
12,2,23,27.4,0
12,3,0,27.08,0
12,3,1,26.85,0
12,3,2,26.67,0
12,3,3,26.52,0
12,3,4,26.39,0
12,3,5,26.25,0
12,3,6,26.29,52.31
12,3,7,27.18,275.91
12,3,8,28.33,497.09
12,3,9,29.48,679.59
12,3,10,30.47,805.56
12,3,11,31.19,855.25
12,3,12,31.37,842.73
12,3,13,31.08,752.74
12,3,14,30.54,628.61
12,3,15,29.81,420.71
12,3,16,28.98,187.84
12,3,17,28.18,16
12,3,18,27.83,0
12,3,19,27.71,0
12,3,20,27.61,0
12,3,21,27.53,0
12,3,22,27.39,0
12,3,23,27.19,0
12,4,0,27,0
12,4,1,26.87,0
12,4,2,26.75,0
12,4,3,26.68,0
12,4,4,26.61,0
12,4,5,26.48,0
12,4,6,26.59,56.8
12,4,7,27.47,275.29
12,4,8,28.48,498.63
12,4,9,29.4,688.1
12,4,10,30.16,807.77
12,4,11,30.78,867.62
12,4,12,30.95,857.8
12,4,13,30.72,772.16
12,4,14,30.26,625.13
12,4,15,29.66,417.37
12,4,16,28.83,185.17
12,4,17,27.97,15.84
12,4,18,27.53,0
12,4,19,27.34,0
12,4,20,27.24,0
12,4,21,27.19,0
12,4,22,27.13,0
12,4,23,27.04,0
12,5,0,26.89,0
12,5,1,26.72,0
12,5,2,26.54,0
12,5,3,26.41,0
12,5,4,26.34,0
12,5,5,26.31,0
12,5,6,26.4,50.38
12,5,7,27.15,260.32
12,5,8,28.18,488.02
12,5,9,29.13,675.31
12,5,10,29.9,802.88
12,5,11,30.42,872.24
12,5,12,30.6,862.73
12,5,13,30.44,750.28
12,5,14,30.05,621.01
12,5,15,29.48,418.27
12,5,16,28.69,188.3
12,5,17,27.9,16.51
12,5,18,27.57,0
12,5,19,27.44,0
12,5,20,27.37,0
12,5,21,27.31,0
12,5,22,27.15,0
12,5,23,26.98,0
12,6,0,26.84,0
12,6,1,26.62,0
12,6,2,26.47,0
12,6,3,26.39,0
12,6,4,26.33,0
12,6,5,26.26,0
12,6,6,26.3,52.2
12,6,7,26.87,238.55
12,6,8,27.72,459.05
12,6,9,28.66,656.98
12,6,10,29.52,801.22
12,6,11,30.12,872.38
12,6,12,30.34,846.6
12,6,13,29.99,773.52
12,6,14,29.52,627.05
12,6,15,28.97,421.64
12,6,16,28.22,190.02
12,6,17,27.53,16.91
12,6,18,27.23,0
12,6,19,27.08,0
12,6,20,27.01,0
12,6,21,27.05,0
12,6,22,26.96,0
12,6,23,26.87,0
12,7,0,26.78,0
12,7,1,26.7,0
12,7,2,26.62,0
12,7,3,26.53,0
12,7,4,26.48,0
12,7,5,26.44,0
12,7,6,26.49,49.58
12,7,7,27.07,225.77
12,7,8,27.94,434.29
12,7,9,28.83,635.64
12,7,10,29.63,769.04
12,7,11,30.16,808.2
12,7,12,30.28,749.26
12,7,13,30.02,691.88
12,7,14,29.62,525.88
12,7,15,29.09,347.79
12,7,16,28.43,159.91
12,7,17,27.8,15.45
12,7,18,27.53,0
12,7,19,27.46,0
12,7,20,27.41,0
12,7,21,27.3,0
12,7,22,27.17,0
12,7,23,27.04,0
12,8,0,26.92,0
12,8,1,26.82,0
12,8,2,26.66,0
12,8,3,26.55,0
12,8,4,26.52,0
12,8,5,26.44,0
12,8,6,26.48,48.88
12,8,7,27.19,255.56
12,8,8,28.22,478.94
12,8,9,28.85,663.44
12,8,10,29.4,788.93
12,8,11,29.92,864.68
12,8,12,30.28,845.96
12,8,13,30.4,741.34
12,8,14,30.15,614.62
12,8,15,29.64,406.69
12,8,16,28.87,180.46
12,8,17,27.98,16.98
12,8,18,27.57,0
12,8,19,27.44,0
12,8,20,27.31,0
12,8,21,27.12,0
12,8,22,26.95,0
12,8,23,26.8,0
12,9,0,26.62,0
12,9,1,26.49,0
12,9,2,26.4,0
12,9,3,26.36,0
12,9,4,26.33,0
12,9,5,26.31,0
12,9,6,26.42,48.55
12,9,7,27.11,257.73
12,9,8,28.01,479.98
12,9,9,28.77,666.18
12,9,10,29.39,788.09
12,9,11,29.94,861.78
12,9,12,30.22,850.54
12,9,13,30.18,752.39
12,9,14,29.94,615.84
12,9,15,29.49,414.4
12,9,16,28.75,188
12,9,17,27.98,17.62
12,9,18,27.59,0
12,9,19,27.45,0
12,9,20,27.34,0
12,9,21,27.41,0
12,9,22,27.4,0
12,9,23,27.24,0
12,10,0,27.04,0
12,10,1,26.89,0
12,10,2,26.8,0
12,10,3,26.72,0
12,10,4,26.65,0
12,10,5,26.58,0
12,10,6,26.68,44.26
12,10,7,27.37,241.41
12,10,8,28.26,456.84
12,10,9,29,641.52
12,10,10,29.7,764.89
12,10,11,30.39,848.51
12,10,12,30.81,818.1
12,10,13,30.81,681.87
12,10,14,30.43,550.57
12,10,15,29.83,360.11
12,10,16,28.95,158.23
12,10,17,28.1,16.17
12,10,18,27.72,0
12,10,19,27.56,0
12,10,20,27.41,0
12,10,21,27.26,0
12,10,22,27.14,0
12,10,23,27.08,0
12,11,0,27.02,0
12,11,1,26.88,0
12,11,2,26.7,0
12,11,3,26.57,0
12,11,4,26.53,0
12,11,5,26.5,0
12,11,6,26.55,42.64
12,11,7,27.13,237.05
12,11,8,27.98,449.87
12,11,9,28.76,628.76
12,11,10,29.47,756.6
12,11,11,29.87,849.45
12,11,12,29.76,797.06
12,11,13,29.58,726.7
12,11,14,29.26,583.16
12,11,15,28.79,386.45
12,11,16,28.2,178.36
12,11,17,27.59,16.66
12,11,18,27.33,0
12,11,19,27.26,0
12,11,20,27.15,0
12,11,21,27.02,0
12,11,22,26.89,0
12,11,23,26.76,0
12,12,0,26.65,0
12,12,1,26.49,0
12,12,2,26.39,0
12,12,3,26.33,0
12,12,4,26.33,0
12,12,5,26.33,0
12,12,6,26.4,42.26
12,12,7,27.12,241.14
12,12,8,28.11,459.35
12,12,9,28.9,646.38
12,12,10,29.51,771.43
12,12,11,29.89,854.51
12,12,12,30.06,810.55
12,12,13,30.05,734.95
12,12,14,29.82,596.07
12,12,15,29.41,397.5
12,12,16,28.69,183.14
12,12,17,27.79,18.52
12,12,18,27.32,0
12,12,19,27.15,0
12,12,20,27.05,0
12,12,21,26.94,0
12,12,22,26.82,0
12,12,23,26.69,0
12,13,0,26.55,0
12,13,1,26.46,0
12,13,2,26.4,0
12,13,3,26.35,0
12,13,4,26.31,0
12,13,5,26.26,0
12,13,6,26.26,43.33
12,13,7,26.72,244.88
12,13,8,27.55,465.62
12,13,9,28.28,649.06
12,13,10,28.91,778.55
12,13,11,29.39,845.78
12,13,12,29.58,820.74
12,13,13,29.37,676.07
12,13,14,29.01,571.98
12,13,15,28.51,377.23
12,13,16,27.84,167.52
12,13,17,27.21,18.29
12,13,18,26.9,0
12,13,19,26.8,0
12,13,20,26.71,0
12,13,21,26.6,0
12,13,22,26.48,0
12,13,23,26.4,0
12,14,0,26.32,0
12,14,1,26.25,0
12,14,2,26.19,0
12,14,3,26.18,0
12,14,4,26.17,0
12,14,5,26.18,0
12,14,6,26.23,41.34
12,14,7,26.57,243.98
12,14,8,27.23,464.63
12,14,9,27.71,649.91
12,14,10,28.03,767.16
12,14,11,28.23,807.38
12,14,12,28.36,808.05
12,14,13,28.35,674.45
12,14,14,28.16,543.17
12,14,15,27.83,362.08
12,14,16,27.36,166.11
12,14,17,26.78,18.81
12,14,18,26.49,0
12,14,19,26.44,0
12,14,20,26.44,0
12,14,21,26.42,0
12,14,22,26.4,0
12,14,23,26.41,0
12,15,0,26.42,0
12,15,1,26.41,0
12,15,2,26.37,0
12,15,3,26.33,0
12,15,4,26.3,0
12,15,5,26.25,0
12,15,6,26.35,37.34
12,15,7,26.68,227.41
12,15,8,27.19,442.6
12,15,9,27.85,626.46
12,15,10,28.65,741.66
12,15,11,29.38,785.1
12,15,12,29.89,759.32
12,15,13,30.11,641.62
12,15,14,29.96,539.76
12,15,15,29.26,360.19
12,15,16,28.26,158.55
12,15,17,27.25,18.14
12,15,18,26.73,0
12,15,19,26.61,0
12,15,20,26.55,0
12,15,21,26.5,0
12,15,22,26.46,0
12,15,23,26.44,0
12,16,0,26.41,0
12,16,1,26.37,0
12,16,2,26.36,0
12,16,3,26.33,0
12,16,4,26.24,0
12,16,5,26.19,0
12,16,6,26.33,35.2
12,16,7,27.11,204.61
12,16,8,28.11,417.09
12,16,9,29.15,602.59
12,16,10,29.66,698.05
12,16,11,30.24,743.98
12,16,12,30.62,661.02
12,16,13,30.41,677.33
12,16,14,30.06,546.54
12,16,15,29.52,367.37
12,16,16,29,148.86
12,16,17,27.9,18.02
12,16,18,27.19,0
12,16,19,27.02,0
12,16,20,26.92,0
12,16,21,26.83,0
12,16,22,26.8,0
12,16,23,26.76,0
12,17,0,26.67,0
12,17,1,26.56,0
12,17,2,26.51,0
12,17,3,26.51,0
12,17,4,26.33,0
12,17,5,26.12,0
12,17,6,26.15,35.42
12,17,7,26.83,205.88
12,17,8,27.62,393.1
12,17,9,28.44,571.34
12,17,10,29.14,668
12,17,11,29.8,720.05
12,17,12,30.4,650.87
12,17,13,30.63,658.09
12,17,14,30.45,552.59
12,17,15,29.68,385.01
12,17,16,28.74,179.77
12,17,17,27.61,21.02
12,17,18,27.08,0
12,17,19,26.8,0
12,17,20,26.66,0
12,17,21,26.54,0
12,17,22,26.43,0
12,17,23,26.32,0
12,18,0,26.21,0
12,18,1,26.12,0
12,18,2,26.15,0
12,18,3,26.24,0
12,18,4,26.29,0
12,18,5,26.26,0
12,18,6,26.41,34.44
12,18,7,27.31,201.5
12,18,8,28.28,381.18
12,18,9,29.34,571.92
12,18,10,30.35,666.17
12,18,11,30.97,767.18
12,18,12,31.09,768.37
12,18,13,30.89,693.16
12,18,14,30.16,535.63
12,18,15,29.48,380.45
12,18,16,28.69,172.58
12,18,17,27.6,21.4
12,18,18,27.01,0
12,18,19,26.83,0
12,18,20,26.69,0
12,18,21,26.58,0
12,18,22,26.44,0
12,18,23,26.33,0
12,19,0,26.23,0
12,19,1,26.16,0
12,19,2,26.19,0
12,19,3,26.17,0
12,19,4,26.12,0
12,19,5,26.01,0
12,19,6,26.08,32.48
12,19,7,26.86,180.12
12,19,8,27.62,371.62
12,19,9,28.4,512.74
12,19,10,29.09,683.95
12,19,11,29.58,766.24
12,19,12,29.82,750.37
12,19,13,29.83,683.24
12,19,14,29.61,574.9
12,19,15,29.13,388.7
12,19,16,28.39,184.81
12,19,17,27.28,22.44
12,19,18,26.76,0
12,19,19,26.7,0
12,19,20,26.58,0
12,19,21,26.49,0
12,19,22,26.4,0
12,19,23,26.35,0
12,20,0,26.33,0
12,20,1,26.3,0
12,20,2,26.26,0
12,20,3,26.26,0
12,20,4,26.32,0
12,20,5,26.38,0
12,20,6,26.54,33.75
12,20,7,27.39,175.15
12,20,8,28.37,345.19
12,20,9,29.26,499.12
12,20,10,29.97,611.71
12,20,11,30.33,709.78
12,20,12,30.37,681.92
12,20,13,30.12,633.7
12,20,14,29.65,542.47
12,20,15,29.08,372.05
12,20,16,28.44,172.03
12,20,17,27.69,23.1
12,20,18,27.28,0
12,20,19,27.19,0
12,20,20,27.16,0
12,20,21,27.18,0
12,20,22,27.11,0
12,20,23,27.05,0
12,21,0,27.02,0
12,21,1,26.98,0
12,21,2,26.89,0
12,21,3,26.83,0
12,21,4,26.8,0
12,21,5,26.77,0
12,21,6,26.82,33
12,21,7,27.59,218.69
12,21,8,28.62,425.95
12,21,9,29.58,626.94
12,21,10,30.37,766.86
12,21,11,30.93,778.6
12,21,12,31.12,763.7
12,21,13,30.84,693.78
12,21,14,30.08,552.34
12,21,15,29.36,376.29
12,21,16,28.62,167.18
12,21,17,27.88,17.69
12,21,18,27.53,0
12,21,19,27.44,0
12,21,20,27.39,0
12,21,21,27.31,0
12,21,22,27.26,0
12,21,23,27.23,0
12,22,0,27.19,0
12,22,1,27.07,0
12,22,2,26.93,0
12,22,3,26.82,0
12,22,4,26.68,0
12,22,5,26.51,0
12,22,6,26.65,31.89
12,22,7,27.68,197.1
12,22,8,28.81,390.93
12,22,9,30.01,584.28
12,22,10,30.99,697.7
12,22,11,31.48,747.95
12,22,12,31.55,781.56
12,22,13,31.32,689.59
12,22,14,30.69,546.34
12,22,15,29.93,375.77
12,22,16,28.93,172.21
12,22,17,28,22.84
12,22,18,27.67,0
12,22,19,27.56,0
12,22,20,27.52,0
12,22,21,27.48,0
12,22,22,27.4,0
12,22,23,27.29,0
12,23,0,27.17,0
12,23,1,27.01,0
12,23,2,26.9,0
12,23,3,26.84,0
12,23,4,26.8,0
12,23,5,26.74,0
12,23,6,26.79,28.52
12,23,7,27.55,173.38
12,23,8,28.55,354.07
12,23,9,29.47,547.9
12,23,10,30.19,680.45
12,23,11,30.73,797.89
12,23,12,30.9,792
12,23,13,30.8,746.3
12,23,14,30.33,608.66
12,23,15,29.65,420.57
12,23,16,28.91,204.77
12,23,17,28.08,25.02
12,23,18,27.68,0
12,23,19,27.55,0
12,23,20,27.45,0
12,23,21,27.41,0
12,23,22,27.31,0
12,23,23,27.23,0
12,24,0,27.19,0
12,24,1,27.12,0
12,24,2,27.03,0
12,24,3,26.95,0
12,24,4,26.92,0
12,24,5,26.9,0
12,24,6,26.94,30.45
12,24,7,27.62,192.76
12,24,8,28.5,413.09
12,24,9,29.56,609.65
12,24,10,30.82,740.86
12,24,11,31.64,728.23
12,24,12,31.93,722.69
12,24,13,31.37,572.64
12,24,14,30.36,535.72
12,24,15,29.44,387.03
12,24,16,28.67,166.55
