MO,DY,HR,T2M,ALLSKY_SFC_SW_DWN
6,28,16,29.74,225.02
6,28,17,28.95,88.55
6,28,18,28.4,5.94
6,28,19,28.23,0
6,28,20,28.14,0
6,28,21,28.12,0
6,28,22,28.11,0
6,28,23,28.15,0
6,29,0,28.18,0
6,29,1,28.21,0
6,29,2,28.19,0
6,29,3,28.1,0
6,29,4,27.9,0
6,29,5,27.84,0
6,29,6,28.33,110.33
6,29,7,28.78,324.02
6,29,8,29.22,538.52
6,29,9,29.43,709.09
6,29,10,29.58,837.74
6,29,11,29.77,914.92
6,29,12,29.97,886.12
6,29,13,30.06,853.29
6,29,14,30.12,706.2
6,29,15,30.01,550.37
6,29,16,29.53,308.38
6,29,17,28.96,110.27
6,29,18,28.62,7.05
6,29,19,28.51,0
6,29,20,28.48,0
6,29,21,28.48,0
6,29,22,28.42,0
6,29,23,28.25,0
6,30,0,28.03,0
6,30,1,27.93,0
6,30,2,27.87,0
6,30,3,27.78,0
6,30,4,27.63,0
6,30,5,27.52,0
6,30,6,27.72,93.83
6,30,7,28.26,263.29
6,30,8,29.08,440.2
6,30,9,30.12,664.29
6,30,10,30.9,822.59
6,30,11,31.32,905.75
6,30,12,31.76,860.76
6,30,13,32.04,846.85
6,30,14,31.69,687.85
6,30,15,31.07,398.73
6,30,16,30.25,251.43
6,30,17,29.45,71.05
6,30,18,28.9,6.21
6,30,19,28.8,0
6,30,20,28.78,0
6,30,21,28.77,0
6,30,22,28.62,0
6,30,23,28.22,0
7,1,0,27.74,0
7,1,1,27.41,0
7,1,2,27.22,0
7,1,3,27.27,0
7,1,4,27.5,0
7,1,5,27.75,0
7,1,6,28.16,113.88
7,1,7,28.88,308.83
7,1,8,29.62,532.98
7,1,9,30.37,703.88
7,1,10,31,819.82
7,1,11,31.44,890.35
7,1,12,31.69,888.87
7,1,13,31.66,658.49
7,1,14,31.24,436.79
7,1,15,30.72,127.73
7,1,16,30.41,48.66
7,1,17,29.73,18.58
7,1,18,28.98,3.15
7,1,19,28.8,0
7,1,20,28.54,0
7,1,21,28.02,0
7,1,22,27.33,0
7,1,23,26.94,0
7,2,0,26.72,0
7,2,1,26.51,0
7,2,2,26.5,0
7,2,3,26.62,0
7,2,4,26.75,0
7,2,5,26.79,0
7,2,6,27.23,109.41
7,2,7,28.18,295.07
7,2,8,29.96,503.92
7,2,9,30.94,489.69
7,2,10,30.96,497.14
7,2,11,31.04,553.2
7,2,12,30.51,563.41
7,2,13,30.48,381.62
7,2,14,29.89,438.25
7,2,15,29.32,317.78
7,2,16,28.78,115.07
7,2,17,28.37,34.98
7,2,18,28.03,3.4
7,2,19,27.97,0
7,2,20,27.98,0
7,2,21,28.01,0
7,2,22,28.05,0
7,2,23,28.08,0
7,3,0,28.07,0
7,3,1,28.1,0
7,3,2,28.08,0
7,3,3,28.01,0
7,3,4,27.87,0
7,3,5,27.75,0
7,3,6,27.83,77.45
7,3,7,28.1,227.59
7,3,8,28.43,389.77
7,3,9,29.23,542.16
7,3,10,29.33,733.08
7,3,11,29.7,726.19
7,3,12,29.95,696.86
7,3,13,30.01,650.47
7,3,14,29.9,454.67
7,3,15,29.7,291.31
7,3,16,29.47,134.73
7,3,17,29.15,36.28
7,3,18,28.58,4.7
7,3,19,28.48,0
7,3,20,28.48,0
7,3,21,28.48,0
7,3,22,28.44,0
7,3,23,28.36,0
7,4,0,28.19,0
7,4,1,28.01,0
7,4,2,27.84,0
7,4,3,27.62,0
7,4,4,27.37,0
7,4,5,27.25,0
7,4,6,27.84,84.98
7,4,7,28.43,240.89
7,4,8,29.35,405.78
7,4,9,30.37,558.62
7,4,10,31.12,648.04
7,4,11,31.63,840.34
7,4,12,31.84,719.42
7,4,13,31.78,789.86
7,4,14,31.57,651.21
7,4,15,30.98,498.16
7,4,16,30.4,292.76
7,4,17,29.56,102.43
7,4,18,28.75,6.77
7,4,19,28.58,0
7,4,20,28.53,0
7,4,21,28.5,0
7,4,22,28.46,0
7,4,23,28.4,0
7,5,0,28.37,0
7,5,1,28.32,0
7,5,2,28.25,0
7,5,3,28.14,0
7,5,4,28.01,0
7,5,5,27.95,0
7,5,6,28.28,99.91
7,5,7,28.83,281.2
7,5,8,29.39,478.24
7,5,9,29.65,620.67
7,5,10,30.01,690.67
7,5,11,30.38,774.05
7,5,12,30.66,734.72
7,5,13,30.77,723.3
7,5,14,30.69,599.34
7,5,15,30.53,481.29
7,5,16,30.56,280.57
7,5,17,29.58,94.12
7,5,18,28.65,5.91
7,5,19,28.61,0
7,5,20,28.54,0
7,5,21,28.46,0
7,5,22,28.34,0
7,5,23,28.15,0
7,6,0,27.96,0
7,6,1,27.86,0
7,6,2,27.81,0
7,6,3,27.78,0
7,6,4,27.71,0
7,6,5,27.48,0
7,6,6,27.37,21.29
7,6,7,27.47,50.05
7,6,8,28.13,128.29
7,6,9,28.82,306.71
7,6,10,28.99,445.34
7,6,11,29.35,519.03
7,6,12,29.71,573.26
7,6,13,29.78,467.48
7,6,14,29.6,463.97
7,6,15,29.24,367.11
7,6,16,28.89,214.47
7,6,17,28.58,73.74
7,6,18,28.26,6.2
7,6,19,28.23,0
7,6,20,28.2,0
7,6,21,28.15,0
7,6,22,28.02,0
7,6,23,27.85,0
7,7,0,27.74,0
7,7,1,27.66,0
7,7,2,27.53,0
7,7,3,27.38,0
7,7,4,27.34,0
7,7,5,27.33,0
7,7,6,27.63,60.09
7,7,7,27.9,180.35
7,7,8,28.51,328.9
7,7,9,28.93,450.34
7,7,10,29.48,569.78
7,7,11,29.98,584.44
7,7,12,30.35,576.32
7,7,13,30.39,500.35
7,7,14,30.23,433.09
7,7,15,30.33,345.94
7,7,16,29.99,196.14
7,7,17,28.98,39.21
7,7,18,28.37,4.21
7,7,19,28.19,0
7,7,20,28.12,0
7,7,21,28.05,0
7,7,22,27.98,0
7,7,23,27.93,0
7,8,0,27.83,0
7,8,1,27.69,0
7,8,2,27.53,0
7,8,3,27.42,0
7,8,4,27.3,0
7,8,5,27.22,0
7,8,6,27.62,90.59
7,8,7,28.04,263.05
7,8,8,28.56,456.52
7,8,9,29.08,623.48
7,8,10,29.6,733.69
7,8,11,30.05,806.65
7,8,12,30.37,768.2
7,8,13,30.52,696.56
7,8,14,30.41,542.2
7,8,15,30.06,422.19
7,8,16,30.09,258.84
7,8,17,29.29,74.62
7,8,18,28.36,4.66
7,8,19,28.13,0
7,8,20,28.05,0
7,8,21,27.97,0
7,8,22,27.9,0
7,8,23,27.82,0
7,9,0,27.76,0
7,9,1,27.72,0
7,9,2,27.67,0
7,9,3,27.62,0
7,9,4,27.63,0
7,9,5,27.64,0
7,9,6,27.72,85.7
7,9,7,27.85,252.36
7,9,8,28.05,466.85
7,9,9,28.46,625.53
7,9,10,28.98,795.91
7,9,11,29.53,906.52
7,9,12,29.83,898.24
7,9,13,29.89,778.06
7,9,14,29.76,670.24
7,9,15,29.48,487.02
7,9,16,29.19,273.89
7,9,17,28.87,92.72
7,9,18,28.51,6.73
7,9,19,28.46,0
7,9,20,28.55,0
7,9,21,28.65,0
7,9,22,28.58,0
7,9,23,28.4,0
7,10,0,28.11,0
7,10,1,27.96,0
7,10,2,27.9,0
7,10,3,27.86,0
7,10,4,27.76,0
7,10,5,27.65,0
7,10,6,27.92,104.04
7,10,7,28.4,286.95
7,10,8,29.25,502.69
7,10,9,30.12,686.08
7,10,10,30.96,831.53
7,10,11,31.52,916.39
7,10,12,31.59,765.17
7,10,13,31.23,754.16
7,10,14,30.65,617.34
7,10,15,29.94,464.28
7,10,16,29.45,266.07
7,10,17,29.15,86.58
7,10,18,28.9,5.64
7,10,19,28.79,0
7,10,20,28.69,0
7,10,21,28.56,0
7,10,22,28.23,0
7,10,23,27.87,0
7,11,0,27.63,0
7,11,1,27.54,0
7,11,2,27.45,0
7,11,3,27.37,0
7,11,4,27.3,0
7,11,5,27.25,0
7,11,6,27.57,88.89
7,11,7,28.26,260.98
7,11,8,29.17,456.15
7,11,9,29.48,601.28
7,11,10,29.77,780.98
7,11,11,29.84,890.72
7,11,12,29.84,847.66
7,11,13,29.76,758.48
7,11,14,29.6,603.85
7,11,15,29.35,276.9
7,11,16,29,156.4
7,11,17,28.59,23.27
7,11,18,28.26,3.27
7,11,19,28.17,0
7,11,20,28.12,0
7,11,21,28.08,0
7,11,22,28.02,0
7,11,23,27.94,0
7,12,0,27.81,0
7,12,1,27.61,0
7,12,2,27.46,0
7,12,3,27.36,0
7,12,4,27.32,0
7,12,5,27.26,0
7,12,6,27.58,75.25
7,12,7,28.48,221.95
7,12,8,29.98,414.46
7,12,9,30.18,602.58
7,12,10,30.48,774.53
7,12,11,30.62,852.24
7,12,12,30.58,764.62
7,12,13,30.43,756.07
7,12,14,30.13,590.36
7,12,15,29.71,450.62
7,12,16,29.22,285.79
7,12,17,28.73,102.55
7,12,18,28.26,7.17
7,12,19,28.17,0
7,12,20,28.19,0
7,12,21,28.19,0
7,12,22,28.2,0
7,12,23,28.15,0
7,13,0,28.05,0
7,13,1,27.9,0
7,13,2,27.71,0
7,13,3,27.65,0
7,13,4,27.59,0
7,13,5,27.55,0
7,13,6,27.92,97.29
7,13,7,28.3,299.68
7,13,8,29.08,535.74
7,13,9,29.94,721.73
7,13,10,30.61,851.77
7,13,11,30.91,929.35
7,13,12,31.01,926.49
7,13,13,30.68,816.43
7,13,14,30.16,673
7,13,15,29.61,472.8
7,13,16,29.08,307.55
7,13,17,28.68,104.36
7,13,18,28.36,6.22
7,13,19,28.3,0
7,13,20,28.32,0
7,13,21,28.22,0
7,13,22,28.08,0
7,13,23,27.94,0
7,14,0,27.82,0
7,14,1,27.62,0
7,14,2,27.43,0
7,14,3,27.3,0
7,14,4,27.25,0
7,14,5,27.23,0
7,14,6,27.73,98.65
7,14,7,28.41,309.37
7,14,8,29.05,520.98
7,14,9,29.52,688.45
7,14,10,29.89,816.09
7,14,11,30.1,823.11
7,14,12,30.11,738.78
7,14,13,29.94,615.35
7,14,14,29.66,471.64
7,14,15,29.35,342.22
7,14,16,29.1,176.02
7,14,17,28.75,78.02
7,14,18,28.37,4.77
7,14,19,28.26,0
7,14,20,28.19,0
7,14,21,28.15,0
7,14,22,28.05,0
7,14,23,27.86,0
7,15,0,27.65,0
7,15,1,27.55,0
7,15,2,27.4,0
7,15,3,27.34,0
7,15,4,27.3,0
7,15,5,27.17,0
7,15,6,27.46,76.78
7,15,7,28.17,244.42
7,15,8,28.67,429.13
7,15,9,28.93,580.97
7,15,10,29.26,785.47
7,15,11,29.57,790.45
7,15,12,29.78,733.74
7,15,13,29.87,696.71
7,15,14,29.74,501.91
7,15,15,29.45,325.82
7,15,16,28.96,198.81
7,15,17,28.47,79.49
7,15,18,28.14,5.91
7,15,19,28.04,0
7,15,20,27.97,0
7,15,21,27.94,0
7,15,22,27.83,0
7,15,23,27.64,0
7,16,0,27.45,0
7,16,1,27.31,0
7,16,2,27.23,0
7,16,3,27.19,0
7,16,4,27.15,0
7,16,5,27.16,0
7,16,6,27.35,73.86
7,16,7,27.76,221.23
7,16,8,28.34,371.24
7,16,9,28.83,499.05
7,16,10,29.26,659.92
7,16,11,29.48,748.12
7,16,12,29.55,666.11
7,16,13,29.37,552.4
7,16,14,29.02,327.41
7,16,15,28.63,203.82
7,16,16,28.35,54.62
7,16,17,28.05,19.12
7,16,18,27.76,3.32
7,16,19,27.68,0
7,16,20,27.65,0
7,16,21,27.63,0
7,16,22,27.57,0
7,16,23,27.49,0
7,17,0,27.42,0
7,17,1,27.37,0
7,17,2,27.28,0
7,17,3,27.17,0
7,17,4,27.13,0
7,17,5,27.12,0
7,17,6,27.51,79.99
7,17,7,28.48,228.8
7,17,8,29.22,401.8
7,17,9,29.88,599.03
7,17,10,30.44,794.45
7,17,11,30.43,875.63
7,17,12,29.84,847.42
7,17,13,29.7,814.03
7,17,14,29.5,649.23
7,17,15,29.23,523.18
7,17,16,28.81,322.55
7,17,17,28.37,118.62
7,17,18,28.05,6.79
7,17,19,27.92,0
7,17,20,27.83,0
7,17,21,27.78,0
7,17,22,27.69,0
7,17,23,27.55,0
7,18,0,27.29,0
7,18,1,27.08,0
7,18,2,27,0
7,18,3,27.03,0
7,18,4,27.06,0
7,18,5,27.07,0
7,18,6,27.27,77.47
7,18,7,27.51,248.7
7,18,8,27.73,441.23
7,18,9,28.06,597.68
7,18,10,28.83,719.51
7,18,11,29.42,774.61
7,18,12,29.8,765.3
7,18,13,29.97,774.36
7,18,14,29.8,543.81
7,18,15,29.37,350.66
7,18,16,28.74,148.52
7,18,17,28.22,45.14
7,18,18,27.87,4.95
7,18,19,27.76,0
7,18,20,27.72,0
7,18,21,27.68,0
7,18,22,27.62,0
7,18,23,27.54,0
7,19,0,27.42,0
7,19,1,27.24,0
7,19,2,27.08,0
7,19,3,26.98,0
7,19,4,26.9,0
7,19,5,26.86,0
7,19,6,27.5,104.5
7,19,7,28.24,321.12
7,19,8,29.22,543.08
7,19,9,30.19,729.09
7,19,10,31.06,864.39
7,19,11,31.75,936.05
7,19,12,31.92,935.01
7,19,13,31.65,873.91
7,19,14,31.1,766.59
7,19,15,30.37,587.53
7,19,16,29.48,368.07
7,19,17,28.66,139.96
7,19,18,28.15,6.92
7,19,19,27.97,0
7,19,20,27.85,0
7,19,21,27.76,0
7,19,22,27.71,0
7,19,23,27.65,0
7,20,0,27.53,0
7,20,1,27.39,0
7,20,2,27.22,0
7,20,3,27.14,0
7,20,4,27.14,0
7,20,5,27.15,0
7,20,6,27.71,104.69
7,20,7,28.4,322.88
7,20,8,29.35,545.31
7,20,9,30.12,730.45
7,20,10,30.83,862.22
7,20,11,31.6,936.8
7,20,12,32.21,925.29
7,20,13,32.36,891.72
7,20,14,31.77,740.13
7,20,15,30.8,574.22
7,20,16,29.75,359.02
7,20,17,28.89,135.33
7,20,18,28.4,7.06
7,20,19,28.26,0
7,20,20,28.17,0
7,20,21,28.11,0
7,20,22,28.01,0
7,20,23,27.8,0
7,21,0,27.58,0
7,21,1,27.45,0
7,21,2,27.35,0
7,21,3,27.28,0
7,21,4,27.19,0
7,21,5,27.07,0
7,21,6,27.44,98.25
7,21,7,28.15,316.96
7,21,8,29.15,542.73
7,21,9,30.06,725.8
7,21,10,30.81,859.51
7,21,11,31.44,927.55
7,21,12,31.97,906.79
7,21,13,32.22,879.87
7,21,14,31.9,718.19
7,21,15,30.87,497.67
7,21,16,29.64,311.74
7,21,17,28.87,102.05
7,21,18,28.4,6.28
7,21,19,28.22,0
7,21,20,28.06,0
7,21,21,27.97,0
7,21,22,27.85,0
7,21,23,27.83,0
7,22,0,27.65,0
7,22,1,27.24,0
7,22,2,26.91,0
7,22,3,26.7,0
7,22,4,26.7,0
7,22,5,26.72,0
7,22,6,27.08,73.84
7,22,7,27.86,241.06
7,22,8,28.73,437.81
7,22,9,29.44,595.48
7,22,10,30.05,761.89
7,22,11,30.51,837.16
7,22,12,30.77,838.98
7,22,13,30.66,744.05
7,22,14,30.21,610.52
7,22,15,29.67,388.56
7,22,16,29.09,215.32
7,22,17,28.55,83.98
7,22,18,28.14,5.01
7,22,19,28.01,0
7,22,20,27.94,0
7,22,21,27.86,0
7,22,22,27.65,0
7,22,23,27.33,0
7,23,0,27.08,0
7,23,1,26.98,0
7,23,2,27.01,0
7,23,3,27.15,0
7,23,4,27.28,0
7,23,5,27.32,0
7,23,6,27.53,67.77
7,23,7,28.08,222.86
7,23,8,28.75,388.16
7,23,9,29.36,523.15
7,23,10,29.83,625.34
7,23,11,30.15,642.48
7,23,12,30.34,657.9
7,23,13,30.25,592.9
7,23,14,29.8,460.2
7,23,15,29.23,331.53
7,23,16,28.72,200.47
7,23,17,28.28,74.95
7,23,18,27.98,6.29
7,23,19,27.88,0
7,23,20,27.8,0
7,23,21,27.76,0
7,23,22,27.69,0
7,23,23,27.64,0
7,24,0,27.59,0
7,24,1,27.47,0
7,24,2,27.34,0
7,24,3,27.27,0
7,24,4,27.23,0
7,24,5,27.2,0
7,24,6,27.64,83.12
7,24,7,28.24,275.86
7,24,8,28.86,508.56
7,24,9,29.37,668.25
7,24,10,29.79,812.55
7,24,11,30.05,899.75
7,24,12,30.15,882.02
7,24,13,29.98,768.77
7,24,14,29.68,608.63
7,24,15,29.26,457.95
7,24,16,28.65,290.83
7,24,17,28.08,93.58
7,24,18,27.72,6.88
7,24,19,27.62,0
7,24,20,27.59,0
7,24,21,27.58,0
7,24,22,27.43,0
7,24,23,27.24,0
7,25,0,27.1,0
7,25,1,27.05,0
7,25,2,26.96,0
7,25,3,26.82,0
7,25,4,26.76,0
7,25,5,26.7,0
7,25,6,27.15,68.08
7,25,7,27.96,210.05
7,25,8,28.88,374.46
7,25,9,29.81,525.2
7,25,10,30.65,641.8
7,25,11,31.01,756.46
7,25,12,30.9,751.79
7,25,13,30.51,710.07
7,25,14,29.97,604.78
7,25,15,29.31,354
7,25,16,28.74,195.78
7,25,17,28.13,36.49
7,25,18,27.68,3.62
7,25,19,27.51,0
7,25,20,27.42,0
7,25,21,27.36,0
7,25,22,27.27,0
7,25,23,27.2,0
7,26,0,27.12,0
7,26,1,27.07,0
7,26,2,27.01,0
7,26,3,26.94,0
7,26,4,26.9,0
7,26,5,26.88,0
7,26,6,27.08,75.81
7,26,7,27.63,243.18
7,26,8,28.33,440.93
7,26,9,29.06,585.23
7,26,10,29.22,718.45
7,26,11,29.15,734.87
7,26,12,29.11,643.09
7,26,13,29.09,526.55
7,26,14,29.01,333.25
7,26,15,28.79,262.88
7,26,16,28.33,39.82
7,26,17,27.76,18.07
7,26,18,27.29,3.96
7,26,19,27.17,0
7,26,20,27.12,0
7,26,21,27.05,0
7,26,22,26.95,0
7,26,23,26.87,0
7,27,0,26.81,0
7,27,1,26.73,0
7,27,2,26.65,0
7,27,3,26.64,0
7,27,4,26.6,0
7,27,5,26.53,0
7,27,6,26.68,92.2
7,27,7,27.17,313.27
7,27,8,29.5,542.66
7,27,9,30.33,730.81
7,27,10,31.08,851.05
7,27,11,31.68,910.86
7,27,12,32.01,889.17
7,27,13,31.94,788.07
7,27,14,31.25,587.3
7,27,15,30.24,356.71
7,27,16,29.19,146.15
7,27,17,28.34,39.87
7,27,18,27.82,4.89
7,27,19,27.62,0
7,27,20,27.55,0
7,27,21,27.51,0
7,27,22,27.48,0
7,27,23,27.34,0
7,28,0,27.18,0
7,28,1,27.01,0
7,28,2,26.88,0
7,28,3,26.82,0
7,28,4,26.87,0
7,28,5,26.95,0
7,28,6,27.22,90.27
7,28,7,27.72,266.19
7,28,8,28.45,496.77
7,28,9,29.33,682.98
7,28,10,30.11,824.71
7,28,11,30.83,889.63
7,28,12,31.22,889.29
7,28,13,31.06,774.28
7,28,14,30.44,588.62
7,28,15,29.69,352.15
7,28,16,28.98,177.72
7,28,17,28.37,34.9
7,28,18,27.93,4.17
7,28,19,27.8,0
7,28,20,27.73,0
7,28,21,27.73,0
7,28,22,27.71,0
7,28,23,27.65,0
7,29,0,27.62,0
7,29,1,27.57,0
7,29,2,27.49,0
7,29,3,27.4,0
7,29,4,27.33,0
7,29,5,27.32,0
7,29,6,27.57,92.73
7,29,7,28.06,286.89
7,29,8,28.88,514.82
7,29,9,29.76,718.72
7,29,10,30.38,861.58
7,29,11,30.96,933.89
7,29,12,31.26,932.31
7,29,13,30.95,843.63
7,29,14,30.37,663.41
7,29,15,29.68,449.1
7,29,16,29.02,264.78
7,29,17,28.5,91.77
7,29,18,28.15,6.79
7,29,19,28.07,0
7,29,20,28,0
7,29,21,27.93,0
7,29,22,27.8,0
7,29,23,27.69,0
7,30,0,27.58,0
7,30,1,27.51,0
7,30,2,27.43,0
7,30,3,27.36,0
7,30,4,27.24,0
7,30,5,27.15,0
7,30,6,27.45,90.48
7,30,7,28.02,303.7
7,30,8,28.82,513.14
7,30,9,29.73,690.22
7,30,10,30.57,777.84
7,30,11,31.35,834.04
7,30,12,31.64,809.63
7,30,13,31.3,786.27
7,30,14,30.74,456.47
7,30,15,29.92,75.12
7,30,16,29.06,33.93
7,30,17,28.4,13.66
7,30,18,28.01,3.66
7,30,19,27.9,0
7,30,20,27.88,0
7,30,21,27.86,0
7,30,22,27.82,0
7,30,23,27.73,0
7,31,0,27.59,0
7,31,1,27.45,0
7,31,2,27.32,0
7,31,3,27.16,0
7,31,4,27.15,0
7,31,5,27.23,0
7,31,6,27.44,68.67
7,31,7,27.48,229.2
7,31,8,27.65,423.3
7,31,9,27.96,594.43
7,31,10,28.94,672.45
7,31,11,30.27,821.93
7,31,12,31.33,780.76
7,31,13,32.15,707.89
7,31,14,32.05,554.49
7,31,15,31.08,322.9
7,31,16,29.93,141.24
7,31,17,28.62,35.28
7,31,18,27.79,5.05
7,31,19,27.58,0
7,31,20,27.56,0
7,31,21,27.6,0
7,31,22,27.59,0
7,31,23,27.49,0
8,1,0,27.23,0
8,1,1,26.99,0
8,1,2,26.84,0
8,1,3,26.84,0
8,1,4,26.89,0
8,1,5,26.9,0
8,1,6,27.23,87.13
8,1,7,27.83,299.7
8,1,8,28.84,527.02
8,1,9,30,704.21
8,1,10,31,857.49
8,1,11,31.88,925.98
8,1,12,32.42,805.59
8,1,13,32.6,829.62
8,1,14,32.18,674.19
8,1,15,31.33,479.41
8,1,16,30.18,268.29
8,1,17,29.07,77.84
8,1,18,28.34,4.55
8,1,19,28.1,0
8,1,20,28.04,0
8,1,21,28.04,0
8,1,22,28.03,0
8,1,23,27.99,0
8,2,0,27.96,0
8,2,1,27.93,0
8,2,2,27.9,0
8,2,3,27.89,0
8,2,4,27.83,0
8,2,5,27.74,0
8,2,6,28.14,90.77
8,2,7,28.77,293.11
8,2,8,29.76,500.74
8,2,9,30.28,699.22
8,2,10,30.86,850.27
8,2,11,31.47,929.27
8,2,12,32.1,925.2
8,2,13,32.3,811.59
8,2,14,31.67,630.4
8,2,15,30.76,507.74
8,2,16,29.92,304.85
8,2,17,29.05,107.1
8,2,18,28.38,6.83
8,2,19,28.19,0
8,2,20,28.16,0
8,2,21,28.2,0
8,2,22,28.2,0
8,2,23,28.15,0
8,3,0,28.1,0
8,3,1,28.07,0
8,3,2,28.01,0
8,3,3,27.96,0
8,3,4,27.9,0
8,3,5,27.78,0
8,3,6,27.94,89.52
8,3,7,28.48,285.04
8,3,8,29.42,510.96
8,3,9,30.56,657.56
8,3,10,31.25,823.12
8,3,11,31.94,904.33
8,3,12,32.5,908.41
8,3,13,32.19,797.05
8,3,14,31.4,674.04
8,3,15,30.54,453.72
8,3,16,29.7,270.28
8,3,17,29.03,102.9
8,3,18,28.65,6.74
8,3,19,28.61,0
8,3,20,28.64,0
8,3,21,28.62,0
8,3,22,28.55,0
8,3,23,28.44,0
8,4,0,28.3,0
8,4,1,28.16,0
8,4,2,28.11,0
8,4,3,28.11,0
8,4,4,28.12,0
8,4,5,28.06,0
8,4,6,28.35,88.29
8,4,7,28.92,308.38
8,4,8,29.61,531.57
8,4,9,30.44,703.87
8,4,10,31.16,832.4
8,4,11,31.56,894.6
8,4,12,31.56,877.54
8,4,13,31.24,801.83
8,4,14,30.75,686.17
8,4,15,30.13,526.42
8,4,16,29.48,307.88
8,4,17,28.9,94.77
8,4,18,28.58,4.62
8,4,19,28.53,0
8,4,20,28.53,0
8,4,21,28.47,0
8,4,22,28.37,0
8,4,23,28.3,0
8,5,0,28.19,0
8,5,1,28.08,0
8,5,2,27.93,0
8,5,3,27.87,0
8,5,4,27.82,0
8,5,5,27.75,0
8,5,6,28.06,66.29
8,5,7,28.77,232.48
8,5,8,30.01,411.19
8,5,9,31.15,612.51
8,5,10,32.3,834.24
8,5,11,32.89,928.34
8,5,12,32.82,910.55
8,5,13,32.32,879.71
8,5,14,31.54,717.09
8,5,15,30.58,538.17
8,5,16,29.69,324.9
8,5,17,29.05,118.41
8,5,18,28.66,0
8,5,19,28.55,0
8,5,20,28.48,0
8,5,21,28.44,0
8,5,22,28.4,0
8,5,23,28.29,0
8,6,0,28.15,0
8,6,1,28.05,0
8,6,2,27.95,0
8,6,3,27.87,0
8,6,4,27.83,0
8,6,5,27.76,0
8,6,6,28.03,96.06
8,6,7,28.59,322.62
8,6,8,29.4,552
8,6,9,30.26,735.95
8,6,10,31.1,877.52
8,6,11,31.73,927.7
8,6,12,31.86,887.89
8,6,13,31.45,876.77
8,6,14,30.93,695.65
8,6,15,30.24,467.48
8,6,16,29.52,219.27
8,6,17,28.98,92.69
8,6,18,28.65,0
8,6,19,28.58,0
8,6,20,28.56,0
8,6,21,28.55,0
8,6,22,28.43,0
8,6,23,28.27,0
8,7,0,28.12,0
8,7,1,27.96,0
8,7,2,27.9,0
8,7,3,27.95,0
8,7,4,28.08,0
8,7,5,28.03,0
8,7,6,28.12,66.39
8,7,7,28.55,207.38
8,7,8,29.02,410.64
8,7,9,29.37,542.71
8,7,10,29.68,708.04
8,7,11,29.93,790.16
8,7,12,30.01,767.14
8,7,13,29.95,707.97
8,7,14,29.82,537.87
8,7,15,29.41,320.52
8,7,16,28.96,148.8
8,7,17,28.54,34.52
8,7,18,28.26,0
8,7,19,28.19,0
8,7,20,28.19,0
8,7,21,28.2,0
8,7,22,28.19,0
8,7,23,28.12,0
8,8,0,28.05,0
8,8,1,27.92,0
8,8,2,27.73,0
8,8,3,27.69,0
8,8,4,27.78,0
8,8,5,27.8,0
8,8,6,27.83,92.12
8,8,7,28.02,310.73
8,8,8,28.4,538.93
8,8,9,29.15,727.02
8,8,10,29.97,870.36
8,8,11,30.57,938.41
8,8,12,30.77,940
8,8,13,30.4,842.39
8,8,14,30.02,682.47
8,8,15,29.53,439.8
8,8,16,28.91,270.16
8,8,17,28.34,85.13
8,8,18,27.95,0
8,8,19,27.87,0
8,8,20,27.83,0
8,8,21,27.83,0
8,8,22,27.83,0
8,8,23,27.82,0
8,9,0,27.8,0
8,9,1,27.78,0
8,9,2,27.8,0
8,9,3,27.8,0
8,9,4,27.69,0
8,9,5,27.62,0
8,9,6,28.12,71.2
8,9,7,29.47,244.28
8,9,8,30.47,462.31
8,9,9,31.23,623.82
8,9,10,31.99,783.49
8,9,11,32.38,838.01
8,9,12,32.4,856.14
8,9,13,32.07,749.91
8,9,14,31.44,574.41
8,9,15,30.59,335.48
8,9,16,29.65,167.68
8,9,17,28.89,32.41
8,9,18,28.37,0
8,9,19,28.2,0
8,9,20,28.15,0
8,9,21,28.12,0
8,9,22,27.99,0
8,9,23,27.89,0
8,10,0,27.8,0
8,10,1,27.77,0
8,10,2,27.74,0
8,10,3,27.71,0
8,10,4,27.49,0
8,10,5,27.37,0
8,10,6,27.86,72.45
8,10,7,28.34,250.53
8,10,8,28.8,434.73
8,10,9,29.65,554.39
8,10,10,30.44,577.05
8,10,11,31.24,642.23
8,10,12,31.93,596.48
8,10,13,31.85,529.88
8,10,14,31.19,461.75
8,10,15,30.41,291.83
8,10,16,29.55,168.98
8,10,17,28.89,55.78
8,10,18,28.53,0
8,10,19,28.43,0
8,10,20,28.37,0
8,10,21,28.34,0
8,10,22,28.3,0
8,10,23,28.31,0
8,11,0,28.27,0
8,11,1,28.25,0
8,11,2,28.16,0
8,11,3,27.91,0
8,11,4,27.52,0
8,11,5,27.19,0
8,11,6,27.07,82.76
8,11,7,27.45,284.55
8,11,8,28.36,506.56
8,11,9,29.71,712.12
8,11,10,31.03,856.21
8,11,11,32.08,911.56
8,11,12,32.67,882.59
8,11,13,32.65,822.18
8,11,14,31.83,693.02
8,11,15,30.83,433.27
8,11,16,29.91,227.55
8,11,17,29.33,64.91
8,11,18,28.99,0
8,11,19,28.85,0
8,11,20,28.73,0
8,11,21,28.65,0
8,11,22,28.58,0
8,11,23,28.55,0
8,12,0,28.43,0
8,12,1,28.33,0
8,12,2,28.58,0
8,12,3,28.24,0
8,12,4,28.18,0
8,12,5,28.27,0
